Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge Personalizada (product.metafields.corneta.custom_tag),Badge personalizada cor (product.metafields.corneta.custom_tag_color),Subtítulo do produto (product.metafields.corneta.product_subtitle),Versões - Produtos (product.metafields.corneta.product_versions),Ocultar produto - Redirecionamento (product.metafields.corneta.redirect_product),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ocultar produto - Busca & SEO (product.metafields.seo.hidden),Grupo de idade (product.metafields.shopify.age-group),Cor (product.metafields.shopify.color-pattern),Tamanho (product.metafields.shopify.size),Tipo de comprimento da manga (product.metafields.shopify.sleeve-length-type),Gênero alvo (product.metafields.shopify.target-gender),Tipo de comprimento do top (product.metafields.shopify.top-length-type),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
combo-entre-amigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/f_webp_q_90_s_1000x1000_https___checkout.soucorneta.com.br_wp-content_uploads_2024_04_6e3fc80b-fea1-4a45-ab8d-742dcb7124fe.webp?v=1756119749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-entre-amigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/deitado-beneficios.png?v=1737633036,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-entre-amigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/Sem_Titulo-1.png?v=1733254146,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-risada-sem-fim,Combo Risada sem Fim,"<p>O combo perfeito pra quem gosta de dar umas risadas e disputar desafios épicos com seus amigos 😛</p>
<p>Contém:</p>
<p>1x Adultos em Ação</p>
<p>1x Sorriu, Bebeu!</p>
<p>1x Errou, bebeu</p>
<p>1x Beer Pong</p>",Corneta Jogos,Uncategorized,combo,"combo, familia",true,Title,Default Title,,,,,,,,C1005,700.0,shopify,continue,manual,259.90,409.60,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_ff90aa21-c651-4eb9-ae0b-b7b9cfe75c6d.png?v=1733767020,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-risada-sem-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/f_webp_q_90_s_1000x1000_https___checkout.soucorneta.com.br_wp-content_uploads_2024_04_6e3fc80b-fea1-4a45-ab8d-742dcb7124fe.webp?v=1756119749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-risada-sem-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_d2cfb7e0-2f37-4e6f-81de-3bf000f6889b.png?v=1756119749,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-risada-sem-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/Sem_Titulo-1.png?v=1733254146,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-risada-sem-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/95c7a743a165e7aa9a276131726cae93.png?v=1727380720,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,Jogo Eu Nunca Malvadão Deluxe - O clássico Eu Nunca – versão ousada,"<p><span>Eu Nunca Malvadão é um jogo provocante e revelador, ideal para desvendar os segredos mais picantes e mexer com a imaginação <strong>agora com 150 cartas.</strong></span></p>
<p>🧊 <strong>Quebra o Gelo:</strong><span> </span>Ideal para iniciar festas e encontros, promovendo interação imediata entre todos.</p>
<p>🤪<span> </span><strong>Cria Intimidade:<span> </span></strong>Encoraja a partilha de histórias pessoais, aumentando a conexão entre os jogadores.</p>
<p>🤫<strong><span> </span>Revela Segredos:</strong><span> </span>Desvenda curiosidades e segredos, animando a roda com surpresas e risadas.</p>",Corneta Jogos,Uncategorized,"","",true,Title,Default Title,,,,,,,,'23001,480.0,shopify,continue,manual,104.90,139.90,true,false,,,,,'7898973480096,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/frente-angulada.png?v=1759757688,1,"",false,,,,,,,,,,,,,,150 CARTAS,Primário,O clássico Eu Nunca em versão proibidona,,,,,,,,,,,,,,,,kg,,15.78,active
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/deitada.png?v=1730119742,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6_1cca1e6a-02fc-4f86-a05b-651004d38021.png?v=1759757688,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/costas.png?v=1754922280,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/7_89c341b3-3317-4f29-bd10-a8e93eee0702.png?v=1754922280,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4.webp?v=1754922280,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5.webp?v=1754922280,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-nunca-malvadao-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/3.webp?v=1754922280,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,Combo Todos nossos Jogos - A coleção completa Corneta em um só pacote,"<p>O combo da confusão! <strong>TODOS </strong>os nossos jogos num combo no precinho, ideal para fãs da marca e grupos de amigos que querem jogos pra qualquer ocasião: esquentas, festas, jantas, encontros e resenhas 🔥</p>
<p><strong>Contém:</strong></p>
<p>1x Politicamente Incorreto - <strong>NOVO</strong>🔥</p>
<p>1x Gosto é que nem... - <strong>NOVO🔥</strong> </p>
<p>1x Farra, Pinga, Truco, Torresmo, Churrasco - <strong>NOVO🔥</strong></p>
<p>1x Faz ou Bebe Original</p>
<p>1x Faz ou Bebe Pesadão</p>
<p>1x Faz ou Bebe Errou, Bebeu</p>
<p>1x Noite das Garotas</p>
<p>1x Adultos em Ação</p>
<p>1x Batalha Flip Cup</p>
<p>1x Beer Pong</p>
<p>1x Sorriu, bebeu!</p>
<p>1x Eu Nunca Malvadão Deluxe</p>
<p>1x Eu Nunca Zoação Deluxe</p>
<p>1x Confissões Proibidas</p>
<p><br></p>
<p> </p>",Corneta Jogos,Uncategorized,combo,"combo, high ticket",true,Title,Default Title,,,,,,,,C1006,1500.0,shopify,continue,manual,849.90,1228.90,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4_bc5bfb3c-6f27-4b4c-a900-a1ba6bd990ee.png?v=1756119749,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_97df3996-67c5-40e7-aeb3-94a90da4f3f8.png?v=1756119749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_3ac26584-534b-4ca9-8806-a6aff04d598c.png?v=1756119749,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_8321026b-1f90-41ec-aef6-e9e0abb2a299.png?v=1756119749,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/angulada-frente-amarela.png?v=1756119749,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1.webp?v=1756119749,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_d2cfb7e0-2f37-4e6f-81de-3bf000f6889b.png?v=1756119749,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/frente-amarela.png?v=1758821606,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/frente-angulada.png?v=1759757688,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/f_webp_q_90_s_1000x1000_https___checkout.soucorneta.com.br_wp-content_uploads_2024_04_6e3fc80b-fea1-4a45-ab8d-742dcb7124fe.webp?v=1756119749,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4.png?v=1756119749,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1.png?v=1756119749,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_eccd31c3-a70b-4361-bd0a-979bddbc073f.png?v=1756119749,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4_f15a39be-78a2-40f2-8a0c-bace5b54ee74.png?v=1756119749,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-todos-nossos-jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_953b7217-eef9-4653-9e5e-460406f15ad8.png?v=1756119749,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-se-quiser-me-beijar,Camiseta Se quiser me beijar,"<div class=""prose order-3 md:order-2"">
<p>A camiseta perfeita para você que não chega em ninguém no rolê… 😝</p>
<p>🎉<span> </span><strong>A MELHOR CAMISETA PRO CARNAVAL</strong><br>É lerdo(a)? Nunca chega em ninguém? Essa é sua oportunidade de ficar parado e beijar alguém</p>
<p>👕 <strong>DETALHES DO PRODUTO</strong></p>
<ul>
<li>Caimento padrão para uma sensação de conforto e descontração</li>
<li>Tecido: 100% algodão 30.1</li>
<li>Lavagem à máquina</li>
</ul>
</div>
<div id=""variations"" class=""flex flex-col gap-4 -order-1 md:order-2"">
<div><br></div>
</div>",Corneta Jogos,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Cor,white,product.metafields.shopify.color-pattern,Tamanho,s,product.metafields.shopify.size,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-full-branco-1x1.png?v=1728905055,1,"",false,,,212,,adult,,,,,,,,,,,,,,,,adults,white; black,s; m; l; xl,short,unisex,medium,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-branco-1x1_6028c409-9afc-4f8e-82b8-302357af1ab3.png?v=1728905188,kg,,,active
camiseta-se-quiser-me-beijar,,,,,,,,,white,,,m,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-frente-close-branca-1x1.png?v=1728905055,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-branco-1x1_6028c409-9afc-4f8e-82b8-302357af1ab3.png?v=1728905188,kg,,,
camiseta-se-quiser-me-beijar,,,,,,,,,white,,,l,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-frente-full-branca-1x1.png?v=1728905055,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-branco-1x1_6028c409-9afc-4f8e-82b8-302357af1ab3.png?v=1728905188,kg,,,
camiseta-se-quiser-me-beijar,,,,,,,,,white,,,xl,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-branco-1x1_6028c409-9afc-4f8e-82b8-302357af1ab3.png?v=1728905188,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-branco-1x1_6028c409-9afc-4f8e-82b8-302357af1ab3.png?v=1728905188,kg,,,
camiseta-se-quiser-me-beijar,,,,,,,,,black,,,s,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-1x1.png?v=1728905156,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-1x1.png?v=1728905156,kg,,,
camiseta-se-quiser-me-beijar,,,,,,,,,black,,,m,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-frente-full-1x1.png?v=1728905156,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-1x1.png?v=1728905156,kg,,,
camiseta-se-quiser-me-beijar,,,,,,,,,black,,,l,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-full-1x1.png?v=1728905155,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-1x1.png?v=1728905156,kg,,,
camiseta-se-quiser-me-beijar,,,,,,,,,black,,,xl,,,,,"",300.0,shopify,deny,manual,89.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-frente-close-1x1.png?v=1728905156,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/mockup-costas-close-1x1.png?v=1728905156,kg,,,
combo-buteco,Combo Buteco,"<p>O combo perfeito pra galera que adora levantar um copo, perfeito para jogar em bares, esquentas e festas universitárias</p>
<p>🤣<strong>Momentos Divertidos:</strong> Não seja o perdedor da rodada, acertando o flip do copo antes dos amigos.</p>
<p>🎉<strong>Interação Intensa:</strong> Promove competição acirrada e muita interação entre os jogadores.</p>
<p>💥<strong>Momentos de Adrenalina:</strong> Sinta a adrenalina ao acertar o flip do copo e vencer a rodada</p>
<p>Contém:</p>
<p>1x Batalha Flip Cup</p>
<p>1x Beerpong</p>",Corneta Jogos,Uncategorized,combo,combo,true,Title,Default Title,,,,,,,,C1007,200.0,shopify,continue,manual,109.90,159.90,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/caixa.png?v=1728564391,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-buteco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6.png?v=1727380453,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-buteco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/2.png?v=1727380682,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-buteco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/9.webp?v=1727380521,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,Combo Zoeira Infinita,"<p>O combo perfeito pra quem gosta de dar umas risadas e ver seus amigos fazerem coisas inimagináveis 😛</p>
<p><strong>Contém:</strong></p>
<p>1x Adultos em Ação</p>
<p>1x Eu Nunca Zoação Deluxe</p>
<p>1x Sorriu, Bebeu!</p>
<p>1x Confissões Proibídas</p>",Corneta Jogos,Uncategorized,combo,"combo, high ticket",true,Title,Default Title,,,,,,,,C1009,0.0,shopify,continue,manual,279.90,359.60,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1-nova.png?v=1736369971,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5_858bf48c-c09a-4b8a-b453-8a1786616a42.webp?v=1736369971,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4_f15a39be-78a2-40f2-8a0c-bace5b54ee74.png?v=1756119749,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_953b7217-eef9-4653-9e5e-460406f15ad8.png?v=1756119749,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_eccd31c3-a70b-4361-bd0a-979bddbc073f.png?v=1756119749,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/JHO_9612.jpg?v=1761563722,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/2_d189567c-6d3c-4143-8c56-51e03424c5d5.png?v=1754921965,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-zoeira-infinita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6_0493133c-941c-45d1-b8a7-80a876834447.png?v=1754923043,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,Combo Solteiro Premium,"<div class=""prose order-3 md:order-2"">
<p>O combo perfeito pros solteiros que querem uma noite épica e ousada com a galera 😈</p>
<p>Contém:</p>
<p>1x Faz ou Bebe Original</p>
<p>1x Faz ou Bebe Pesadão</p>
<p>1x Eu Nunca Malvadão Deluxe</p>
</div>
<div class=""flex w-full flex-col order-4""><br></div>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Drinking Games,combo,combo,true,Title,Default Title,,,,,,,,C1010,0.0,shopify,continue,manual,249.90,347.90,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/caixa-nova_308c6a07-59bc-4742-9897-817be4261b64.png?v=1730982379,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/angulada-frente-amarela.png?v=1756119749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/frente-angulada.png?v=1759757688,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1.webp?v=1756119749,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5.webp?v=1754922280,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4.webp?v=1754922280,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6_948bb57c-ac4b-4c78-9524-578f1d79e945.webp?v=1754922829,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5_1c8a2e2d-4f77-4b15-9b71-f25f096c5ead.webp?v=1754922829,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/9_4a6c8548-9247-43a9-9c7b-9f93ad058448.webp?v=1727382208,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-solteiro-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10_b8d666a3-4f6f-46b2-9a50-b4a00f618ce4.webp?v=1727382208,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,Combo Inimigos do Fim,"<p>O combo dos clássicos da Corneta, feito pro grupo de amigos que não sabe a hora de parar 😜</p>
<p><strong>Contém:</strong></p>
<p>1x Faz ou Bebe Original (200 cartas)</p>
<p>1x Eu Nunca Malvadão (150 cartas)</p>
<p> </p>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Drinking Games,combo,combo,true,Title,Default Title,,,,,,,,C1011,0.0,shopify,continue,manual,219.90,309.90,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/FOTO_bf00352a-9081-4804-a516-973aa02e9614.png?v=1732802025,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/angulada-frente-amarela.png?v=1756119749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/expl.png?v=1730120889,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10_b8d666a3-4f6f-46b2-9a50-b4a00f618ce4.webp?v=1727382208,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/9_4a6c8548-9247-43a9-9c7b-9f93ad058448.webp?v=1727382208,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5.webp?v=1754922280,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/3.webp?v=1754922280,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-inimigos-do-fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4.webp?v=1754922280,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
